name,cmc,release_year,price,color,image
The Meathook Massacre,2,2022,61.81,#000000,https://cards.scryfall.io/normal/front/d/c/dce4819c-7f2f-4bed-b02d-d2b7a6c2ad9a.jpg?1637186078
Torens- Fist of the Angels,3,2022,1.53,#d78f42,https://cards.scryfall.io/normal/front/e/5/e52fbb3a-f366-4c78-a617-3abbe08c4f47.jpg?1637183320
Tovolar- Dire Overlord // Tovolar- the Midnight Scourge,3,2022,1.19,#d78f42,https://cards.scryfall.io/normal/front/f/4/f410ae1c-02de-423e-a478-e1dea243ef1e.jpg?1619395458
Tovolar's Huntmaster // Tovolar's Packleader,6,2022,1.95,#087500,https://cards.scryfall.io/normal/front/3/2/32af9f41-89e2-4e7a-9fec-fffe79cae077.jpg?1641306082
Toxrill- the Corrosive,7,2022,18.63,#d78f42,https://cards.scryfall.io/normal/front/3/b/3bf11c3b-53ff-4b22-97a4-45b5f00cc7a3.jpg?1637187091
Triskaidekaphile,2,2022,0.98,#341aff,https://cards.scryfall.io/normal/front/7/7/779dadab-a4be-481f-a50f-4a80a3bf9ca9.jpg?1637184946
Ulvenwald Oddity // Ulvenwald Behemoth,4,2022,0.82,#087500,https://cards.scryfall.io/normal/front/3/2/32af9f41-89e2-4e7a-9fec-fffe79cae077.jpg?1641306082
Unnatural Growth,5,2022,6.23,#087500,https://cards.scryfall.io/normal/front/d/f/df2e67c3-e3a2-4f8b-ab65-c5254627bd55.jpg?1637196440
Vadrik- Astral Archmage,3,2022,0.27,#d78f42,https://cards.scryfall.io/normal/front/2/e/2e2fbba8-1627-48d1-9b09-d314fddc5466.jpg?1637191154
Vanquish the Horde,8,2022,4.47,#ffffff,https://cards.scryfall.io/normal/front/e/a/eaa7d3aa-d52f-45d9-912f-7511fa6f08a6.jpg?1637183535
Voice of the Blessed,2,2022,2.71,#ffffff,https://cards.scryfall.io/normal/front/9/6/96e310a7-bb41-40db-ad97-3b8338120443.jpg?1637184318
Volatile Arsonist // Dire-Strain Anarchist,5,2022,1.73,#ff1a1a,https://cards.scryfall.io/normal/front/5/3/53fb7b99-9e47-46a6-9c8a-88e28b5197f1.jpg?1641306121
Voldaren Bloodcaster // Bloodbat Summoner,2,2022,0.35,#000000,https://cards.scryfall.io/normal/front/0/2/02cb5cfd-018e-4c5e-bef1-166262aa5f1d.jpg?1641306156
Voldaren Estate,0,2022,1.76,#8c8d8b,https://cards.scryfall.io/normal/front/1/d/1dd9238b-0de6-4552-980b-44d4f5911cec.jpg?1637192194
Wake to Slaughter,5,2022,0.21,#d78f42,https://cards.scryfall.io/normal/front/9/9/998c6c59-085c-4188-85c1-4ba64fa64e4a.jpg?1637191215
Wedding Announcement // Wedding Festivity,3,2022,10.71,#ffffff,https://cards.scryfall.io/normal/front/a/9/a9891b7b-fc52-470c-9f74-292ae665f378.jpg?1641306232
